furniture_id,furniture_sub_category,video_id,page_index,step_index,clip_index,step_list_length,page_list_length,start_time,end_time,full_video_duration
s79011430,Sofas,eJcsxzPKO-U,8,4,32,10,16,1764.5,1774.5,2179
s79011430,Sofas,eJcsxzPKO-U,9,5,0,10,16,1784.3,1794.3,2179
s79011430,Sofas,eJcsxzPKO-U,9,5,1,10,16,1794.3,1804.3,2179
s79011430,Sofas,eJcsxzPKO-U,9,5,2,10,16,1804.3,1814.3,2179
s79011430,Sofas,eJcsxzPKO-U,9,5,3,10,16,1805.9,1815.9,2179
s79011430,Sofas,eJcsxzPKO-U,10,6,0,10,16,1867.2,1877.2,2179
s79011430,Sofas,eJcsxzPKO-U,10,6,1,10,16,1877.2,1887.2,2179
s79011430,Sofas,eJcsxzPKO-U,10,6,2,10,16,1887.2,1897.2,2179
s79011430,Sofas,eJcsxzPKO-U,10,6,3,10,16,1897.2,1907.2,2179
s79011430,Sofas,eJcsxzPKO-U,10,6,4,10,16,1907.2,1917.2,2179
s79011430,Sofas,eJcsxzPKO-U,10,6,5,10,16,1917.2,1927.2,2179
s79011430,Sofas,eJcsxzPKO-U,10,6,6,10,16,1927.2,1937.2,2179
s79011430,Sofas,eJcsxzPKO-U,10,6,7,10,16,1937.2,1947.2,2179
s79011430,Sofas,eJcsxzPKO-U,10,6,8,10,16,1947.2,1957.2,2179
s79011430,Sofas,eJcsxzPKO-U,10,6,9,10,16,1957.2,1967.2,2179
s79011430,Sofas,eJcsxzPKO-U,10,6,10,10,16,1967.2,1977.2,2179
s79011430,Sofas,eJcsxzPKO-U,10,6,11,10,16,1971.7,1981.7,2179
s79011430,Sofas,eJcsxzPKO-U,11,7,0,10,16,1997.5,2007.5,2179
s79011430,Sofas,eJcsxzPKO-U,11,7,1,10,16,2007.5,2017.5,2179
s79011430,Sofas,eJcsxzPKO-U,11,7,2,10,16,2017.5,2027.5,2179
s79011430,Sofas,eJcsxzPKO-U,11,7,3,10,16,2027.5,2037.5,2179
s79011430,Sofas,eJcsxzPKO-U,11,7,4,10,16,2030.9,2040.9,2179
s79011430,Sofas,eJcsxzPKO-U,12,8,0,10,16,2050.8,2060.8,2179
s79011430,Sofas,eJcsxzPKO-U,12,8,1,10,16,2060.8,2070.8,2179
s79011430,Sofas,eJcsxzPKO-U,12,8,2,10,16,2070.8,2080.8,2179
s79011430,Sofas,eJcsxzPKO-U,12,8,3,10,16,2080.8,2090.8,2179
s79011430,Sofas,eJcsxzPKO-U,12,8,4,10,16,2090.1,2100.1,2179
s79011430,Sofas,eJcsxzPKO-U,13,9,0,10,16,2108.0,2118.0,2179
s79011430,Sofas,eJcsxzPKO-U,13,9,1,10,16,2118.0,2128.0,2179
s79011430,Sofas,eJcsxzPKO-U,13,9,2,10,16,2128.0,2138.0,2179
s79011430,Sofas,eJcsxzPKO-U,13,9,3,10,16,2138.0,2148.0,2179
s79011430,Sofas,eJcsxzPKO-U,13,9,4,10,16,2148.0,2158.0,2179
s79011430,Sofas,eJcsxzPKO-U,13,9,5,10,16,2155.3,2165.3,2179
s79011430,Sofas,y5VcRcUYNNA,3,0,0,10,16,126.1,136.1,282
s79011430,Sofas,y5VcRcUYNNA,5,1,0,10,16,150.6,160.6,282
s79011430,Sofas,y5VcRcUYNNA,5,1,1,10,16,159.6,169.6,282
s79011430,Sofas,y5VcRcUYNNA,7,2,0,10,16,173.1,183.1,282
s79011430,Sofas,y5VcRcUYNNA,7,2,1,10,16,180.6,190.6,282
s79011430,Sofas,y5VcRcUYNNA,8,4,0,10,16,197.8,207.8,282
s79011430,Sofas,y5VcRcUYNNA,9,5,0,10,16,207.9,217.9,282
s79011430,Sofas,y5VcRcUYNNA,10,6,0,10,16,220.0,230.0,282
s79011430,Sofas,y5VcRcUYNNA,10,6,1,10,16,221.6,231.6,282
s79011430,Sofas,y5VcRcUYNNA,11,7,0,10,16,230.9,240.9,282
s79011430,Sofas,y5VcRcUYNNA,12,8,0,10,16,238.2,248.2,282
s79011430,Sofas,y5VcRcUYNNA,13,9,0,10,16,246.5,256.5,282
s79011430,Sofas,4cYv-FsZjy8,3,0,0,10,16,122.2,132.2,603
s79011430,Sofas,4cYv-FsZjy8,3,0,1,10,16,132.2,142.2,603
s79011430,Sofas,4cYv-FsZjy8,3,0,2,10,16,142.2,152.2,603
s79011430,Sofas,4cYv-FsZjy8,3,0,3,10,16,152.2,162.2,603
s79011430,Sofas,4cYv-FsZjy8,3,0,4,10,16,162.2,172.2,603
s79011430,Sofas,4cYv-FsZjy8,3,0,5,10,16,172.2,182.2,603
s79011430,Sofas,4cYv-FsZjy8,3,0,6,10,16,176.1,186.1,603
s79011430,Sofas,4cYv-FsZjy8,5,1,0,10,16,187.1,197.1,603
s79011430,Sofas,4cYv-FsZjy8,5,1,1,10,16,197.1,207.1,603
s79011430,Sofas,4cYv-FsZjy8,5,1,2,10,16,207.1,217.1,603
s79011430,Sofas,4cYv-FsZjy8,5,1,3,10,16,217.1,227.1,603
s79011430,Sofas,4cYv-FsZjy8,5,1,4,10,16,227.1,237.1,603
s79011430,Sofas,4cYv-FsZjy8,5,1,5,10,16,237.1,247.1,603
s79011430,Sofas,4cYv-FsZjy8,5,1,6,10,16,247.1,257.1,603
s79011430,Sofas,4cYv-FsZjy8,5,1,7,10,16,257.1,267.1,603
s79011430,Sofas,4cYv-FsZjy8,5,1,8,10,16,261.7,271.7,603
s79011430,Sofas,4cYv-FsZjy8,7,2,0,10,16,280.5,290.5,603
s79011430,Sofas,4cYv-FsZjy8,7,2,1,10,16,290.5,300.5,603
s79011430,Sofas,4cYv-FsZjy8,7,2,2,10,16,300.5,310.5,603
s79011430,Sofas,4cYv-FsZjy8,7,2,3,10,16,304.3,314.3,603
s79011430,Sofas,4cYv-FsZjy8,8,3,0,10,16,314.9,324.9,603
s79011430,Sofas,4cYv-FsZjy8,8,3,1,10,16,321.8,331.8,603
s79011430,Sofas,4cYv-FsZjy8,8,4,0,10,16,332.3,342.3,603
s79011430,Sofas,4cYv-FsZjy8,8,4,1,10,16,342.3,352.3,603
s79011430,Sofas,4cYv-FsZjy8,8,4,2,10,16,352.3,362.3,603
s79011430,Sofas,4cYv-FsZjy8,8,4,3,10,16,362.3,372.3,603
s79011430,Sofas,4cYv-FsZjy8,8,4,4,10,16,372.3,382.3,603
s79011430,Sofas,4cYv-FsZjy8,8,4,5,10,16,382.3,392.3,603
s79011430,Sofas,4cYv-FsZjy8,8,4,6,10,16,392.3,402.3,603
s79011430,Sofas,4cYv-FsZjy8,8,4,7,10,16,402.3,412.3,603
s79011430,Sofas,4cYv-FsZjy8,8,4,8,10,16,412.3,422.3,603
s79011430,Sofas,4cYv-FsZjy8,8,4,9,10,16,422.3,432.3,603
s79011430,Sofas,4cYv-FsZjy8,8,4,10,10,16,432.3,442.3,603
s79011430,Sofas,4cYv-FsZjy8,8,4,11,10,16,442.3,452.3,603
s79011430,Sofas,4cYv-FsZjy8,8,4,12,10,16,452.3,462.3,603
s79011430,Sofas,4cYv-FsZjy8,8,4,13,10,16,462.3,472.3,603
s79011430,Sofas,4cYv-FsZjy8,8,4,14,10,16,472.3,482.3,603
s79011430,Sofas,4cYv-FsZjy8,8,4,15,10,16,482.3,492.3,603
s79011430,Sofas,4cYv-FsZjy8,8,4,16,10,16,482.7,492.7,603
s79011430,Sofas,4cYv-FsZjy8,9,5,0,10,16,493.8,503.8,603
s79011430,Sofas,4cYv-FsZjy8,9,5,1,10,16,494.7,504.7,603
s79011430,Sofas,4cYv-FsZjy8,10,6,0,10,16,456.1,466.1,603
s79011430,Sofas,4cYv-FsZjy8,10,6,1,10,16,466.1,476.1,603
s79011430,Sofas,4cYv-FsZjy8,10,6,2,10,16,476.1,486.1,603
s79011430,Sofas,4cYv-FsZjy8,10,6,3,10,16,486.1,496.1,603
s79011430,Sofas,4cYv-FsZjy8,10,6,4,10,16,496.1,506.1,603
s79011430,Sofas,4cYv-FsZjy8,10,6,5,10,16,499.1,509.1,603
s79011430,Sofas,4cYv-FsZjy8,11,7,0,10,16,510.1,520.1,603
s79011430,Sofas,4cYv-FsZjy8,12,8,0,10,16,520.6,530.6,603
s79011430,Sofas,4cYv-FsZjy8,12,8,1,10,16,530.6,540.6,603
s79011430,Sofas,4cYv-FsZjy8,12,8,2,10,16,540.6,550.6,603
s79011430,Sofas,4cYv-FsZjy8,12,8,3,10,16,547.7,557.7,603
s79011430,Sofas,4cYv-FsZjy8,13,9,0,10,16,558.1,568.1,603
s79011430,Sofas,4cYv-FsZjy8,13,9,1,10,16,564.0,574.0,603
s79011430,Sofas,m7KIMoQMap4,3,0,0,10,16,47.4,57.4,320
s79011430,Sofas,m7KIMoQMap4,3,0,1,10,16,57.4,67.4,320
s79011430,Sofas,m7KIMoQMap4,3,0,2,10,16,67.4,77.4,320
s79011430,Sofas,m7KIMoQMap4,3,0,3,10,16,71.1,81.1,320
s79011430,Sofas,m7KIMoQMap4,5,1,0,10,16,81.8,91.8,320
s79011430,Sofas,m7KIMoQMap4,5,1,1,10,16,91.8,101.8,320
s79011430,Sofas,m7KIMoQMap4,5,1,2,10,16,101.8,111.8,320
s79011430,Sofas,m7KIMoQMap4,5,1,3,10,16,111.8,121.8,320
s79011430,Sofas,m7KIMoQMap4,5,1,4,10,16,119.9,129.9,320
s79011430,Sofas,m7KIMoQMap4,7,2,0,10,16,136.6,146.6,320
s79011430,Sofas,m7KIMoQMap4,7,2,1,10,16,146.6,156.6,320
s79011430,Sofas,m7KIMoQMap4,7,2,2,10,16,156.6,166.6,320
s79011430,Sofas,m7KIMoQMap4,7,2,3,10,16,157.9,167.9,320
s79011430,Sofas,m7KIMoQMap4,8,3,0,10,16,207.2,217.2,320
s79011430,Sofas,m7KIMoQMap4,8,4,0,10,16,218.0,228.0,320
s79011430,Sofas,m7KIMoQMap4,8,4,1,10,16,228.0,238.0,320
s79011430,Sofas,m7KIMoQMap4,8,4,2,10,16,238.0,248.0,320
s79011430,Sofas,m7KIMoQMap4,8,4,3,10,16,243.7,253.7,320
s79011430,Sofas,m7KIMoQMap4,10,6,0,10,16,179.3,189.3,320
s79011430,Sofas,m7KIMoQMap4,10,6,1,10,16,189.3,199.3,320
s79011430,Sofas,m7KIMoQMap4,10,6,2,10,16,190.5,200.5,320
s79011430,Sofas,m7KIMoQMap4,11,7,0,10,16,277.8,287.8,320
00488821,Sofas,6vA7GjvqbCk,2,0,0,10,12,286.0,296.0,705
00488821,Sofas,6vA7GjvqbCk,2,0,1,10,12,296.0,306.0,705
00488821,Sofas,6vA7GjvqbCk,2,0,2,10,12,306.0,316.0,705
00488821,Sofas,6vA7GjvqbCk,2,0,3,10,12,316.0,326.0,705
00488821,Sofas,6vA7GjvqbCk,2,0,4,10,12,326.0,336.0,705
00488821,Sofas,6vA7GjvqbCk,2,0,5,10,12,336.0,346.0,705
00488821,Sofas,6vA7GjvqbCk,2,0,6,10,12,346.0,356.0,705
00488821,Sofas,6vA7GjvqbCk,2,0,7,10,12,356.0,366.0,705
00488821,Sofas,6vA7GjvqbCk,2,0,8,10,12,366.0,376.0,705
00488821,Sofas,6vA7GjvqbCk,2,0,9,10,12,376.0,386.0,705
00488821,Sofas,6vA7GjvqbCk,2,0,10,10,12,386.0,396.0,705
00488821,Sofas,6vA7GjvqbCk,2,0,11,10,12,388.4,398.4,705
00488821,Sofas,6vA7GjvqbCk,3,1,0,10,12,399.7,409.7,705
00488821,Sofas,6vA7GjvqbCk,3,1,1,10,12,409.7,419.7,705
00488821,Sofas,6vA7GjvqbCk,3,1,2,10,12,419.7,429.7,705
00488821,Sofas,6vA7GjvqbCk,3,1,3,10,12,429.7,439.7,705
00488821,Sofas,6vA7GjvqbCk,3,1,4,10,12,439.7,449.7,705
00488821,Sofas,6vA7GjvqbCk,3,1,5,10,12,449.7,459.7,705
00488821,Sofas,6vA7GjvqbCk,3,1,6,10,12,459.7,469.7,705
00488821,Sofas,6vA7GjvqbCk,3,1,7,10,12,469.7,479.7,705
00488821,Sofas,6vA7GjvqbCk,3,1,8,10,12,479.7,489.7,705
00488821,Sofas,6vA7GjvqbCk,3,1,9,10,12,489.7,499.7,705
00488821,Sofas,6vA7GjvqbCk,3,1,10,10,12,499.7,509.7,705
00488821,Sofas,6vA7GjvqbCk,3,1,11,10,12,509.7,519.7,705
00488821,Sofas,6vA7GjvqbCk,3,1,12,10,12,519.7,529.7,705
00488821,Sofas,6vA7GjvqbCk,3,1,13,10,12,520.0,530.0,705
00488821,Sofas,6vA7GjvqbCk,4,2,0,10,12,532.6,542.6,705
00488821,Sofas,6vA7GjvqbCk,7,5,0,10,12,602.1,612.1,705
00488821,Sofas,6vA7GjvqbCk,7,5,1,10,12,606.1,616.1,705
00488821,Sofas,6vA7GjvqbCk,7,6,0,10,12,617.4,627.4,705
00488821,Sofas,6vA7GjvqbCk,7,6,1,10,12,627.4,637.4,705
00488821,Sofas,6vA7GjvqbCk,7,6,2,10,12,637.4,647.4,705
00488821,Sofas,6vA7GjvqbCk,8,7,0,10,12,648.0,658.0,705
00488821,Sofas,6vA7GjvqbCk,8,7,1,10,12,649.6,659.6,705
00488821,Sofas,6vA7GjvqbCk,9,8,0,10,12,660.8,670.8,705
00488821,Sofas,6vA7GjvqbCk,9,8,1,10,12,670.8,680.8,705
00488821,Sofas,6vA7GjvqbCk,9,8,2,10,12,671.9,681.9,705
00488821,Sofas,6vA7GjvqbCk,10,9,0,10,12,682.3,692.3,705
s49010615,Sofas,tVxocLSr6T4,2,0,0,9,16,85.3,95.3,271
s49010615,Sofas,tVxocLSr6T4,2,0,1,9,16,94.7,104.7,271
s49010615,Sofas,tVxocLSr6T4,3,2,0,9,16,104.9,114.9,271
s49010615,Sofas,tVxocLSr6T4,3,2,1,9,16,114.9,124.9,271
s49010615,Sofas,tVxocLSr6T4,3,2,2,9,16,124.9,134.9,271
s49010615,Sofas,tVxocLSr6T4,3,2,3,9,16,134.9,144.9,271
s49010615,Sofas,tVxocLSr6T4,3,2,4,9,16,142.2,152.2,271
s49010615,Sofas,tVxocLSr6T4,4,3,0,9,16,152.3,162.3,271
s49010615,Sofas,tVxocLSr6T4,4,3,1,9,16,156.0,166.0,271
s49010615,Sofas,tVxocLSr6T4,4,4,0,9,16,166.5,176.5,271
s49010615,Sofas,tVxocLSr6T4,4,4,1,9,16,176.5,186.5,271
s49010615,Sofas,tVxocLSr6T4,4,4,2,9,16,184.2,194.2,271
s49010615,Sofas,tVxocLSr6T4,5,5,0,9,16,194.1,204.1,271
s49010615,Sofas,tVxocLSr6T4,5,6,0,9,16,197.8,207.8,271
s49010615,Sofas,tVxocLSr6T4,6,7,0,9,16,199.4,209.4,271
s49010615,Sofas,tVxocLSr6T4,6,8,0,9,16,207.3,217.3,271
s49010615,Sofas,tVxocLSr6T4,6,8,1,9,16,208.5,218.5,271
s49010615,Sofas,ZhG1Woz7hZE,2,0,0,9,16,1.4,11.3,198
s49010615,Sofas,ZhG1Woz7hZE,3,1,0,9,16,7.3,17.4,198
s49010615,Sofas,ZhG1Woz7hZE,3,2,0,9,16,14.9,24.9,198
s49010615,Sofas,ZhG1Woz7hZE,3,2,1,9,16,24.9,34.9,198
s49010615,Sofas,ZhG1Woz7hZE,3,2,2,9,16,34.9,44.9,198
s49010615,Sofas,ZhG1Woz7hZE,3,2,3,9,16,36.8,46.8,198
s49010615,Sofas,ZhG1Woz7hZE,4,3,0,9,16,47.4,57.4,198
s49010615,Sofas,ZhG1Woz7hZE,4,3,1,9,16,57.4,67.4,198
s49010615,Sofas,ZhG1Woz7hZE,4,3,2,9,16,65.3,75.3,198
s49010615,Sofas,ZhG1Woz7hZE,5,5,0,9,16,71.2,81.2,198
s49010615,Sofas,ZhG1Woz7hZE,5,6,0,9,16,128.8,138.8,198
s49010615,Sofas,ZhG1Woz7hZE,6,7,0,9,16,134.4,144.4,198
s49010615,Sofas,ZhG1Woz7hZE,6,8,0,9,16,142.3,152.3,198
s49010615,Sofas,ZhG1Woz7hZE,6,8,1,9,16,149.5,159.5,198
10499975,Sofas,M6vW-cHUeN8,3,1,0,14,12,54.0,64.0,174
10499975,Sofas,M6vW-cHUeN8,3,1,1,14,12,64.0,74.0,174
10499975,Sofas,M6vW-cHUeN8,3,1,2,14,12,73.0,83.0,174
10499975,Sofas,M6vW-cHUeN8,4,2,0,14,12,85.5,95.5,174
10499975,Sofas,M6vW-cHUeN8,5,4,0,14,12,92.3,102.3,174
10499975,Sofas,M6vW-cHUeN8,6,5,0,14,12,99.8,109.8,174
10499975,Sofas,M6vW-cHUeN8,6,6,0,14,12,106.8,116.8,174
10499975,Sofas,M6vW-cHUeN8,7,7,0,14,12,115.2,125.2,174
10499975,Sofas,M6vW-cHUeN8,7,7,1,14,12,115.4,125.4,174
10499975,Sofas,M6vW-cHUeN8,8,8,0,14,12,122.0,132.1,174
10499975,Sofas,M6vW-cHUeN8,8,9,0,14,12,126.0,135.9,174
10499975,Sofas,M6vW-cHUeN8,9,10,0,14,12,129.8,139.8,174
10499975,Sofas,M6vW-cHUeN8,9,11,0,14,12,137.0,147.0,174
10499975,Sofas,M6vW-cHUeN8,9,11,1,14,12,138.7,148.7,174
